Medicine Name,href,Info
Fosinopril  ,https://www.medindia.net/doctors/drug_information/fosinopril.htm,"Fosinopril  is an angiotensin converting enzyme (ACE) inhibitor, prescribed for high blood pressure, heart failure and preventing kidney failure."
Fosnetupitant and Palonosetron ,https://www.medindia.net/doctors/drug_information/fosnetupitant_palonosetron.htm,Fosnetupitant and Palonosetron combination is prescribed along with dexamethasone for adult patients to prevent nausea and vomiting who are under highly emetogenic cancer chemotherapy.
Fosphenytoin ,https://www.medindia.net/doctors/drug_information/fosphenytoin.htm,"Fosphenytoin is an anticonvulsant, prescribed  for seizures during neurosurgery and status epilepticus."
Fospropofol  ,https://www.medindia.net/doctors/drug_information/fospropofol.htm,"Fospropofol  is an intravenous sedative-hypnotic agent, prescribed for monitored anesthesia care (MAC) to provide safe sedation for patients undergoing uncomfortable procedures and minor surgeries."
Fostamatinib ,https://www.medindia.net/doctors/drug_information/fostamatinib.htm,Fostamatinib is a spleen tyrosine kinase inhibitor prescribed to treat adult patients with chronic immune thrombocytopenia (ITP) who have showed a loss of response or failure to the previous treatment schedule.
Framycetin ,https://www.medindia.net/doctors/drug_information/framycetin.htm,"Framycetin is an amino glycoside anti-infective agent, prescribed for eye/ear infections."
Fremanezumab-vfrm ,https://www.medindia.net/doctors/drug_information/fremanezumabvfrm.htm,Fremanezumab-vfrm is prescribed for the preventive treatment of a migraine headache in adults.
Frovatriptan ,https://www.medindia.net/doctors/drug_information/frovatriptan.htm,"Frovatriptan is a serotonin 5-HT1 receptor agonist (""triptan""), indicated for treatment of acute migraine in adults."
Fulvestrant ,https://www.medindia.net/doctors/drug_information/fulvestrant.htm,"Fulvestrant is an estrogen receptor antagonist, prescribed for advanced breast cancer in postmenopausal women who have already been treated with other medications."
Furazolidone ,https://www.medindia.net/doctors/drug_information/furazolidone.htm,"Furazolidone is an antibacterial agent, prescribed for giardiasis and  cholera."
Furosemide ,https://www.medindia.net/doctors/drug_information/furosemide.htm,"Furosemide is a diuretic agent, prescribed for fluid retention in people with congestive heart failure, liver disease or kidney disorder."
Furosemide and Amiloride ,https://www.medindia.net/doctors/drug_information/furosemide_amiloride.htm,"Furosemide and Amiloride contains diuretics, prescribed for hypertention and fluid retention."
Furosemide and Spironolactone ,https://www.medindia.net/doctors/drug_information/furosemide_spironolactone.htm,"Furosemide and Spironolactone contains diuretics, prescribed for congestive heart failure and fluid retention."
Fusidic acid ,https://www.medindia.net/doctors/drug_information/fusidic_acid.htm,"Fusidic acid is bacteriostatic antibiotic, prescribed for certain types of bacterial infection."
Gabapentin ,https://www.medindia.net/doctors/drug_information/gabapentin.htm,"Gabapentin is an anticonvulsant, prescribed for postherpetic neuralgia, and epilepsy."
Gabapentin Enacarbil ,https://www.medindia.net/doctors/drug_information/gabapentin_enacarbil.htm,"Gabapentin Enacarbil is a prodrug, prescribed for moderate to severe restless leg syndrome (RLS)."
Gadobenate- Dimeglumine ,https://www.medindia.net/doctors/drug_information/gadobenate_dimeglumine.htm,Gadobenate- Dimeglumine is a gadolinium-based MRI contrast medium.
Gadobutrol ,https://www.medindia.net/doctors/drug_information/gadobutrol.htm,"Gadobutrol is a gadolinium-based MRI contrast agent (GBCA), used to detect abnormalities of brain and central nervous system."
Gadodiamide  ,https://www.medindia.net/doctors/drug_information/gadodiamide.htm,"Gadodiamide  is a gadolinium-based MRI contrast agent, used to diagnose problems in the brain, spine, chest, stomach, hip area, and other parts of the body."
Gadofosveset Trisodium Injection  ,https://www.medindia.net/doctors/drug_information/gadofosveset_trisodium_injection.htm,"Gadofosveset Trisodium Injection  is a gadolinium-based MRI contrast agent, used to diagnose peripheral vascular disease."
Gadoterate meglumine ,https://www.medindia.net/doctors/drug_information/gadoterate_meglumine.htm,"Gadoterate meglumine is a gadolinium based contrast agent, prescribed for visualization of brain along with magnetic resonance imaging (MRI)."
Gadoversetamide Injection ,https://www.medindia.net/doctors/drug_information/gadoversetamide_injection.htm,"Gadoversetamide Injection is a gadolinium-based MRI contrast agent, used for cranial, spinal and whole body imaging in patients with an abnormal blood brain barrier or abnormal vascularity of the brain, and liver structural abnormalities."
Gadoxetate Disodium Injection  ,https://www.medindia.net/doctors/drug_information/gadoxetate_disodium_injection.htm,"Gadoxetate Disodium Injection  is a paramagnetic contrast agent, used with magnetic resonance imaging (MRI) to diagnose certain liver diseases."
Galantamine ,https://www.medindia.net/doctors/drug_information/galantamine.htm,"Galantamine is a cholinesterase inhibitor, prescribed for mild to moderate dementia in patients with Alzheimer's disease."
Galcanezumab-gnlm ,https://www.medindia.net/doctors/drug_information/galcanezumabgnlm.htm,Galcanezumab-gnlm is prescribed for the preventive treatment of migraine in adults.
Galsulfase   ,https://www.medindia.net/doctors/drug_information/galsulfase.htm,"Galsulfase is an enzyme, prescribed for Mucopolysaccharidosis VI."
Ganciclovir ,https://www.medindia.net/doctors/drug_information/ganciclovir.htm,"Ganciclovir is an antiviral agent, prescribed for cytomegalovirus (CMV) retinitis (eye infection that can cause blindness) in people who have received organ or bone marrow transplants."
Ganirelix ,https://www.medindia.net/doctors/drug_information/ganirelix.htm,"Ganirelix is an injectable gonadotropin-releasing hormone antagonist (GnRH antagonist), prescribed for infertility."
Ganirelix Acetate Injection  ,https://www.medindia.net/doctors/drug_information/ganirelix_acetate_injection.htm,"Ganirelix Acetate Injection  is a gonadotropin-releasing hormone antagonist, prescribed for infertility."
Garenoxacin Mesylate ,https://www.medindia.net/doctors/drug_information/garenoxacin_mesylate.htm,"Garenoxacin Mesylate is a quinolone antibiotic, prescribed for chronic bronchitis, sinusitis, pneumonia, intra-abdominal infections and others."
Gatifloxacin ,https://www.medindia.net/doctors/drug_information/gatifloxacin.htm,"Gatifloxacin is an antibiotic, prescribed for certain types of bacterial infections such as conjunctivitis, sinusitis, skin and skin structure infections, cystitis."
Gefitinib ,https://www.medindia.net/doctors/drug_information/gefitinib.htm,"Gefitinib is a chemotherapy agent, prescribed for non-small cell lung cancer."
Gemcitabine ,https://www.medindia.net/doctors/drug_information/gemcitabine.htm,"Gemcitabine is a nucleoside analog used in chemotherapy for treating certain types of cancer (like lung cancer, pancreatic cancer, breast cancer, ovarian cancer)."
Gemfibrozil ,https://www.medindia.net/doctors/drug_information/gemfibrozil.htm,"Gemfibrozil is an antihyperlipidemic agent, used to treat obesity, blockages in blood vessels by reducing the cholesterol level and triglyceride level in blood, for patients at risk of pancreatic disease."
Gemifloxacin ,https://www.medindia.net/doctors/drug_information/gemifloxacin.htm,Gemifloxacin is a fluoroquinolone antibiotic.
Gemtuzumab ,https://www.medindia.net/doctors/drug_information/gemtuzumab.htm,"Gemtuzumab is an anti-cancer agent, prescribed for certain type of leukemia in people who are at least 60 years old."
Gensparin ,https://www.medindia.net/doctors/drug_information/gensparin.htm,Gensparin prevents the formation of blood clots and is hence used for the treatment of thrombolytic disorders.
Gentamicin ,https://www.medindia.net/doctors/drug_information/gentamicin.htm,"Gentamicin is an antibiotic, prescribed for severe bacterial infections."
Gentamicin Ophthalmic                              ,https://www.medindia.net/doctors/drug_information/gentamicin_ophthalmic.htm,"Gentamicin Ophthalmic          is an antibiotic, used to treat bacterial infections of the eyes."
Gilteritinib ,https://www.medindia.net/doctors/drug_information/gilteritinib.htm,Gilteritinib is an anticancer drug approved for treating adults with relapsed or refractory acute myeloid leukemia (AML) with a specific gene (FLT3) mutation.
Ginkgo Biloba ,https://www.medindia.net/doctors/drug_information/ginkgo_biloba.htm,"Ginkgo Biloba is an herb, prescribed for dementia."
Glatiramer  ,https://www.medindia.net/doctors/drug_information/glatiramer.htm,"Glatiramer  is an immunomodulator, used to treat multiple sclerosis."
Glecaprevir and Pibrentasvir ,https://www.medindia.net/doctors/drug_information/glecaprevir_pibrentasvir.htm,Glecaprevir (a HCV NS3/4A protease inhibitor) and pibrentasvir (HCV NS5A phosphoprotein inhibitor) combination is used for the treatment of all genotypes (1-6) of chronic hepatitis C virus infection either without cirrhosis or with compensated early stage  cirrhosis in adults.
Glibenclamide ,https://www.medindia.net/doctors/drug_information/glibenclamide.htm,Glibenclamide is an oral hypoglycemic (glucose lowering) drug used to control blood sugar levels in patients with type 2 diabetes in addition to diet and exercise.
Glibenclamide and Metformin ,https://www.medindia.net/doctors/drug_information/glibenclamide_metformin.htm,"Glibenclamide and Metformin contains sulfonylurea and biguanide antidiabetic combination, prescribed for type 2 diabetes."
Gliclazide ,https://www.medindia.net/doctors/drug_information/gliclazide.htm,"Gliclazide is an oral hypoglycemic (anti-diabetic drug), prescribed for type 2 diabetes."
Glimepiride  ,https://www.medindia.net/doctors/drug_information/glimepiride.htm,"Glimepiride  is a sulfonylurea antidiabetic agent, prescribed for type 2 diabetes."
Glipizide ,https://www.medindia.net/doctors/drug_information/glipizide.htm,"Glipizide is a sulfonylurea antidiabetic agent, prescribed for type 2 diabetes (condition in which the body does not use insulin normally and therefore cannot control the amount of sugar in the blood), particularly in people whose diabetes cannot be controlled by diet alone."
Glipizide and Metformin ,https://www.medindia.net/doctors/drug_information/glipizide_metformin.htm,"Glipizide and Metformin contains sulfonylurea and biguanide antidiabetic, prescribed for type 2 diabetes."
Glucagon ,https://www.medindia.net/doctors/drug_information/glucagon.htm,"Glucagon is a hormone, prescribed for severe hypoglycemia (low blood sugar)."
Glucarpidase Injection ,https://www.medindia.net/doctors/drug_information/glucarpidase_injection.htm,"Glucarpidase Injection is a carboxypeptidase enzyme, prescribed for reducing methotrexate toxic level in kidney failure patients."
Glucomannan ,https://www.medindia.net/doctors/drug_information/glucomannan.htm,"Glucomannan is a dietary fiber, prescribed for constipation, type 2 diabetes, and weight loss."
Glucosamine ,https://www.medindia.net/doctors/drug_information/glucosamine.htm,"Glucosamine is a nutritional supplement, used in the treatment of osteoarthritis and rheumatoid arthritis."
Glutamine ,https://www.medindia.net/doctors/drug_information/glutamine.htm,"Glutamine is an amino acid, prescribed as a dietary supplement."
Glutathione ,https://www.medindia.net/doctors/drug_information/glutathione.htm,Glutathione has antioxidant properties and is used to prevent adverse effects to anticancer drugs.
Glyburide  ,https://www.medindia.net/doctors/drug_information/glyburide.htm,"Glyburide  is an antidiabetic compound, prescribed for type 2 diabetes."
Glycerol Phenylbutyrate ,https://www.medindia.net/doctors/drug_information/glycerol_phenylbutyrate.htm,"Glycerol Phenylbutyrate is a nitrogen-binding agent, prescribed for the treatment of Urea Cycle Disorders (UCD) in pediatric patients more than 2 years old and adults."
Glyceryl Trinitrate ,https://www.medindia.net/doctors/drug_information/glyceryl_trinitrate.htm,"Glyceryl Trinitrate is an organic nitrate, prescribed for angina and heart failure."
Glycopyrrolate ,https://www.medindia.net/doctors/drug_information/glycopyrrolate.htm,"Glycopyrrolate is a muscarinic anticholinergic agent, prescribed for peptic ulcer in combination with other medicines and also used in anesthesia as preoperative medication."
Gold Sodium Thiomalate  ,https://www.medindia.net/doctors/drug_information/gold_sodium_thiomalate.htm,"Gold Sodium Thiomalate  is an antirheumatic agent, prescribed for rheumatoid arthritis."
Golimumab ,https://www.medindia.net/doctors/drug_information/golimumab.htm,"Golimumab is a tumor necrosis factor (TNF) blocker, prescribed for rheumatoid arthritis, ankylosing spondylitis, moderate to severe ulcerative colitis either alone or with other medications."
Gonadorelin ,https://www.medindia.net/doctors/drug_information/gonadorelin.htm,"Gonadorelin is a gonadotropin-releasing hormone, prescribed for evaluating hypothalamus and pituitary gland function."
Goserelin ,https://www.medindia.net/doctors/drug_information/goserelin.htm,"Goserelin is a synthetic analogue of gonadotropin-releasing hormone (GnRH) agonist, used to suppress production of the sex hormones (testosterone and estrogen), prescribed for the treatment of endometriosis, breast and prostate cancer."
Gramicidin ,https://www.medindia.net/doctors/drug_information/gramicidin.htm,"Gramicidin is a mixture of three compounds gramicidins A, B, and C, which are obtained from the soil bacterial species Bacillus brevis."
Granisetron ,https://www.medindia.net/doctors/drug_information/granisetron.htm,"Granisetron is an antiemetic, prescribed for nausea and vomiting associated with chemotherapy drugs."
Grepafloxacin ,https://www.medindia.net/doctors/drug_information/grepafloxacin.htm,"Grepafloxacin is an fluoroquinolones antibiotic, prescribed for certain types of infection such as chronic bronchitis, pneumonia, gonorrhea, urethritis and cervicitis and other infections."
Griseofulvin ,https://www.medindia.net/doctors/drug_information/griseofulvin.htm,"Griseofulvin is an antifungal agent, prescribed for fungal infections of the skin, hair, fingernails and toenails."
Guaifenesin ,https://www.medindia.net/doctors/drug_information/guaifenesin.htm,"Guaifenesin is an expectorant, prescribed for chest congestion."
Guanabenz   ,https://www.medindia.net/doctors/drug_information/guanabenz.htm,"Guanabenz is an alpha agonist, prescribed for high blood pressure."
Guanethidine Monosulfate  ,https://www.medindia.net/doctors/drug_information/guanethidine_monosulfate.htm,"Guanethidine Monosulfate  is an antihypertensive, prescribed for severe hypertension either alone or with other medications."
Guanfacine ,https://www.medindia.net/doctors/drug_information/guanfacine.htm,"Guanfacine is an alpha agonist, prescribed for high blood pressure."
Guselkumab ,https://www.medindia.net/doctors/drug_information/guselkumab.htm,Guselkumab is prescribed along with either systemic treatment or phototherapy (UV light) to treat patients with moderate-to-severe plaque psoriasis in adults who do not show improvement only with topical medicines.
Haemophilus B Conjugate and Hepatitis B Vaccine ,https://www.medindia.net/doctors/drug_information/haemophilus_b_conjugate_hepatitis_b_vaccine.htm,"Haemophilus B Conjugate and Hepatitis B Vaccine is a immunization vaccine, prescribed for haemophilus influenzae type B and hepatitis B virus."
Haemophilus B Conjugate Vaccine  ,https://www.medindia.net/doctors/drug_information/haemophilus_b_conjugate_vaccine.htm,"Haemophilus B Conjugate Vaccine  is an immunization agent, prescribed as an active immunization of infants and children for Haemophilus influenza type B bacteria and/or diphtheria, tetanus, and pertussis infections."
Halcinonide ,https://www.medindia.net/doctors/drug_information/halcinonide.htm,"Halcinonide is a corticosteroid, prescribed for dermatoses."
Halobetasol Propionate ,https://www.medindia.net/doctors/drug_information/halobetasol_propionate.htm,"Halobetasol Propionate is a topical corticosteroid, prescribed for skin inflammation and itching."
Halofantrine ,https://www.medindia.net/doctors/drug_information/halofantrine.htm,"Halofantrine is an antimalarial agent, prescribed for malaria."
Haloperidol ,https://www.medindia.net/doctors/drug_information/haloperidol.htm,"Haloperidol is a tranquilizer, prescribed for schizophrenia."
Halothane ,https://www.medindia.net/doctors/drug_information/halothane.htm,"Halothane is an inhalational general anesthetic, prescribed for the induction and maintenance of general anesthesia."
Hamycin ,https://www.medindia.net/doctors/drug_information/hamycin.htm,"Hamycin is a polyene antimycotic organic compound, prescribed for oral thrush, and vaginal infections."
Hemin  ,https://www.medindia.net/doctors/drug_information/hemin.htm,"Hemin  is an iron-containing porphyrin, prescribed for symptoms of certain blood disorders (porphyria)."
Hemophilus B ,https://www.medindia.net/doctors/drug_information/hemophilus_b.htm,"Hemophilus B is a conjugate vaccine, prescribed for invasive disease caused by Haemophilus influenzae."
Heparin ,https://www.medindia.net/doctors/drug_information/heparin.htm,"Heparin is an anticoagulant, prescribed for deep venous thrombosis, arterial embolism and pulmonary embolism."
Hepatitis A Vaccine ,https://www.medindia.net/doctors/drug_information/hepatitis_vaccine.htm,Hepatitis A Vaccine is a vaccine given to individuals over 2 years of age to prevent hepatitis A infection.
Hepatitis B (Recombinant) Vaccine ,https://www.medindia.net/doctors/drug_information/hepatitis_b_recombinant_vaccine.htm,"Hepatitis B (Recombinant) Vaccine is an immunizing agent, used to prevent hepatitis B infection."
Hexachlorophene ,https://www.medindia.net/doctors/drug_information/hexachlorophene.htm,"Hexachlorophene is a disinfectant, used as a skin cleanser and also for preventing the spread of infection."
Hexaminolevulinate Hydrochloride  ,https://www.medindia.net/doctors/drug_information/hexaminolevulinate_hydrochloride.htm,"Hexaminolevulinate Hydrochloride  is an optical imaging agent, prescribed for cystoscopic detection of non-muscle-invasive papillary cancer of the bladder."
High Molecular Weight Hyaluronan   ,https://www.medindia.net/doctors/drug_information/high_molecular_weight_hyaluronan.htm,"High Molecular Weight Hyaluronan is a hyaluronic acid derivative, prescribed for pain in osteoarthritis."
Histrelin Acetate ,https://www.medindia.net/doctors/drug_information/histrelin_acetate.htm,"Histrelin Acetate is an analog of gonadotropin-releasing hormone (GnRH), prescribed for children with central precocious puberty and also for hormone-sensitive cancers of the prostate in men and uterine fibroids in women."
Homatropine ,https://www.medindia.net/doctors/drug_information/homatropine.htm,"Homatropine is an anticholinergic agent, prescribed for dry cough along with hydrocodone."
Homatropine Hydrobromide   ,https://www.medindia.net/doctors/drug_information/homatropine_hydrobromide.htm,"Homatropine Hydrobromide is an anticholinergic agent, prescribed for treating certain eye conditions such as  iritis and iridocyclitis."
Human Papillomavirus Quadrivalent  ,https://www.medindia.net/doctors/drug_information/human_papillomavirus_quadrivalent.htm,"Human Papillomavirus Quadrivalent  is a vaccine, prescribed for cervical, vulvar, vaginal, and anal cancer, genital warts caused by HPV."
Hyaluronidase ,https://www.medindia.net/doctors/drug_information/hyaluronidase.htm,"Hyaluronidase is an enzyme, prescribed as an adjuvant in subcutaneous fluid administration for achieving hydration, dispersion and absorption of other injected drugs, and improving resorption of radiopaque agents."
Hydralazine ,https://www.medindia.net/doctors/drug_information/hydralazine.htm,"Hydralazine is a smooth muscle relaxant, prescribed for essential hypertension."
Hydrochlorothiazide ,https://www.medindia.net/doctors/drug_information/hydrochlorothiazide.htm,"Hydrochlorothiazide is a thiazide diuretic, prescribed for high blood pressure (hypertension) and edema."
Hydrochlorothiazide and Spironolactone ,https://www.medindia.net/doctors/drug_information/hydrochlorothiazide_spironolactone.htm,"Hydrochlorothiazide and Spironolactone contains potassium-sparing diuretic and thiazide diuretic, prescribed for essential hypertension and fluid retention caused by various conditions, including heart disease."
Hydrochlorothiazide and Triamterene ,https://www.medindia.net/doctors/drug_information/hydrochlorothiazide_triamterene.htm,"Hydrochlorothiazide and Triamterene contains potassium-sparing diuretic and thiazide diuretic, prescribed for essential hypertension, and edema due to low potassium level in body."
Hydrocodone ,https://www.medindia.net/doctors/drug_information/hydrocodone.htm,"Hydrocodone is a narcotic analgesic, prescribed for moderate to severe pain along with other medications."
Hydrocodone and Chlorpheniramine  ,https://www.medindia.net/doctors/drug_information/hydrocodone_chlorpheniramine.htm,"Hydrocodone and Chlorpheniramine  is a combination of antihistamine and narcotic cough suppressant, prescribed for relief of cough and respiratory symptoms due to allergy or cold."
Hydrocodone and Pseudoephedrine ,https://www.medindia.net/doctors/drug_information/hydrocodone_pseudoephedrine.htm,"Hydrocodone and Pseudoephedrine contains decongestant and cough suppressant, prescribed for relieving congestion and cough due to cold, flu, or hay fever."
Hydrocortisone ,https://www.medindia.net/doctors/drug_information/hydrocortisone.htm,"Hydrocortisone is a corticosteroid, prescribed for severe allergies, arthritis, asthma, multiple sclerosis and skin conditions."
Hydrocortisone Acetate and Pramoxine HCl ,https://www.medindia.net/doctors/drug_information/hydrocortisone_acetate_pramoxine_hcl.htm,"Hydrocortisone Acetate and Pramoxine HCl is a combination of topical corticosteroid and local anesthetic, prescribed for inflammation and itching of the anal area."
Hydrocortisone Valerate ,https://www.medindia.net/doctors/drug_information/hydrocortisone_valerate.htm,"Hydrocortisone Valerate is a corticosteroid, prescribed for various skin diseases."
"Hydrocortisone, Neomycin and Polymyxin ",https://www.medindia.net/doctors/drug_information/hydrocortisone_neomycin_polymyxin.htm,"Hydrocortisone, Neomycin and Polymyxin contains two antibiotics and a corticosteroid, prescribed for ear, eye and skin infections."
Hydroflumethiazide ,https://www.medindia.net/doctors/drug_information/hydroflumethiazide.htm,"Hydroflumethiazide is a diuretic, prescribed for fluid retention and hypertension."
Hydromorphone ,https://www.medindia.net/doctors/drug_information/hydromorphone.htm,"Hydromorphone is an opioid analgesic, prescribed for moderate to severe pain."
Hydroquinone ,https://www.medindia.net/doctors/drug_information/hydroquinone.htm,"Hydroquinone is a local cream prescribed for dark or hyper-pigmented skin  marks such as freckles (small flat brown marks on the face and sun exposed areas), melasma (brown patches on skin), age spots, and dark spots due to acne, pregnancy-related scars, skin trauma or use of birth control pills."
Hydrotalcite ,https://www.medindia.net/doctors/drug_information/hydrotalcite.htm,"Hydrotalcite is an antacid used to relieve symptoms of indigestion, gastroesophageal reflux disease, heartburn, inflammation in the stomach (gastritis)  or stomach ulcer."
Hydroxocobalamin  ,https://www.medindia.net/doctors/drug_information/hydroxocobalamin.htm,"Hydroxocobalamin  is a natural form of vitamin B12, prescribed for anemia and vitamin B12 deficiency."
Hydroxy Progesterone ,https://www.medindia.net/doctors/drug_information/hydroxy_progesterone.htm,"Hydroxy Progesterone is a synthetic hormone, prescribed for miscarriage, uterine bleeding, and endometrial cancer."
Hydroxyapatite ,https://www.medindia.net/doctors/drug_information/hydroxyapatite.htm,"Hydroxyapatite is a naturally occurring mineral, prescribed for postmenopausal osteoporosis."
Hydroxychloroquine ,https://www.medindia.net/doctors/drug_information/hydroxychloroquine.htm,"Hydroxychloroquine is an antimalarial agent, prescribed for malaria, rheumatoid arthritis, and lupus erythematous."
Hydroxyurea ,https://www.medindia.net/doctors/drug_information/hydroxyurea.htm,"Hydroxyurea is an antineoplastic agent, prescribed for sickle cell anemia, several types of cancer (such as melanoma, chronic myelogenous leukemia, squamous cell carcinomas), as an adjunct to antiretroviral therapy for AIDS."
Hydroxyzine ,https://www.medindia.net/doctors/drug_information/hydroxyzine.htm,"Hydroxyzine is an antihistamine with anticholinergic effect, prescribed for anxiety and tension."
Hylan g-f 20   ,https://www.medindia.net/doctors/drug_information/hylan_gf_20.htm,"Hylan g-f 20 is a visco supplement, prescribed for pain in osteoarthritis (OA) of the knee in patients who have failed to respond adequately to conservative nonpharmacologic therapy and simple analgesics."
Hyoscine ,https://www.medindia.net/doctors/drug_information/hyoscine.htm,"Hyoscine is an anticholinergic agent, prescribed for gastrointestinal disorder and mydriasis."
Hyoscyamine ,https://www.medindia.net/doctors/drug_information/hyoscyamine.htm,"Hyoscyamine is an anticholinergic agent, used as pain killer (Belladonna alkaloid)."
Hypromellose ,https://www.medindia.net/doctors/drug_information/hypromellose.htm,"Hypromellose is an eye lubricant, prescribed for dryness and irritation caused by reduced tear flow."
"Hypromellose, Dextrose and Glutathione ",https://www.medindia.net/doctors/drug_information/hypromellose_dextrose_glutathione.htm,"Hypromellose, Dextrose and Glutathione contains emulsifier, sugar and antioxidant, prescribed for eye irritation during surgical procedure."
Ibalizumab-uiyk ,https://www.medindia.net/doctors/drug_information/ibalizumabuiyk.htm,Ibalizumab-uiyk intravenous injection is prescribed along with other antiretroviral medications to treat human immunodeficiency virus-1 (HIV-1) infection in adults.
Ibandronate ,https://www.medindia.net/doctors/drug_information/ibandronate.htm,"Ibandronate is a potent bisphosphonate, used in the prevention and treatment of osteoporosis in postmenopausal women."
Ibopamine  ,https://www.medindia.net/doctors/drug_information/ibopamine.htm,"Ibopamine  is a sympathomimetic agent, prescribed for mydriasis, and mild heart failure."
Ibritumomab Tiuxetan   ,https://www.medindia.net/doctors/drug_information/ibritumomab_tiuxetan.htm,"Ibritumomab Tiuxetan is a monoclonal antibody, prescribed for non-Hodgkin's lymphoma with other medications."
Ibrutinib ,https://www.medindia.net/doctors/drug_information/ibrutinib.htm,Ibrutinib belongs to a group of medications called as kinase inhibitors.
Ibuprofen ,https://www.medindia.net/doctors/drug_information/ibuprofen.htm,"Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID), prescribed for mild to moderate pain, inflammation and fever."
Ibutilide ,https://www.medindia.net/doctors/drug_information/ibutilide.htm,"Ibutilide is an antiarrhythmic agent, prescribed for irregular heart rhythm."
Icatibant ,https://www.medindia.net/doctors/drug_information/icatibant.htm,"Icatibant is a peptidomimetic agent, prescribed for Hereditary Angioedema (HAE)."
Icodextrin Peritoneal Dialysis Solution  ,https://www.medindia.net/doctors/drug_information/icodextrin_peritoneal_dialysis_solution.htm,"Icodextrin Peritoneal Dialysis Solution  is a colloid osmotic agent, used as a dialysis solution for the management of end-stage renal disease."
Icosapent Ethyl ,https://www.medindia.net/doctors/drug_information/icosapent_ethyl.htm,"Icosapent Ethyl is a synthetic derivate of the omega-3 fatty acid eicosapentaenoic acid (EPA), prescribed as an adjunct to diet to reduce hypertriglyceridemia in adults."
Idarubicin ,https://www.medindia.net/doctors/drug_information/idarubicin.htm,"Idarubicin is an anthracycline antileukemia agent, prescribed for acute myeloid leukemia (AML)."
Idelalisib ,https://www.medindia.net/doctors/drug_information/idelalisib.htm,"Idelalisib is prescribed to treat patients with cancer of the blood or bone marrow such as chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma, and follicular B-cell non-Hodgkin lymphoma (FL) whose cancer has returned after treating with some anti-cancer medicines."
Idoxuridine Ophthalmic ,https://www.medindia.net/doctors/drug_information/idoxuridine_ophthalmic.htm,"Idoxuridine Ophthalmic is an antiviral agent, prescribed for certain eye infections."
Idursulfase ,https://www.medindia.net/doctors/drug_information/idursulfase.htm,"Idursulfase is a lysosomal enzyme, prescribed for Hunter syndrome."
Ifosfamide ,https://www.medindia.net/doctors/drug_information/ifosfamide.htm,"Ifosfamide is an antineoplastic agent, prescribed for certain types of cancer (breast cancer, lymph cancer, lung cancer) in combination with other medicines."
Iloperidone ,https://www.medindia.net/doctors/drug_information/iloperidone.htm,"Iloperidone is an atypical antipsychotic, prescribed for schizophrenia."
Iloprost ,https://www.medindia.net/doctors/drug_information/iloprost.htm,"Iloprost is a synthetic analogue of prostacyclin, prescribed for pulmonary arterial hypertension (PAH)."
Imatinib ,https://www.medindia.net/doctors/drug_information/imatinib.htm,"Imatinib is a protein-tyrosine kinase inhibitor, prescribed for treating certain type of cancers such as chronic myelogenous leukemia (cancer of the white blood cells, acute lymphoblastic leukemia(cancer of the white blood cells), gastrointestinal stromal tumors (tumors of the gastrointestinal tract and other cancers."
Imidapril ,https://www.medindia.net/doctors/drug_information/imidapril.htm,"Imidapril is an ACE inhibitor, prescribed for high blood pressure."
Imiglucerase ,https://www.medindia.net/doctors/drug_information/imiglucerase.htm,"Imiglucerase is an enzyme, prescribed for type I Gaucher disease."
Imipenem and Cilastatin ,https://www.medindia.net/doctors/drug_information/imipenem_cilastatin.htm,"Imipenem and Cilastatin is a broad spectrum beta-lactam antibiotic, prescribed for severe body infections."
Imipramine ,https://www.medindia.net/doctors/drug_information/imipramine.htm,"Imipramine is an antidepressant, prescribed for depression."
Imiquimod  ,https://www.medindia.net/doctors/drug_information/imiquimod.htm,"Imiquimod  is an immune response modifier, prescribed for certain types of skin growths (actinic keratoses) or skin cancer (superficial basal cell carcinoma)."
Immune Globulin Intravenous  ,https://www.medindia.net/doctors/drug_information/immune_globulin_intravenous.htm,"Immune Globulin Intravenous  is a blood product administered intravenously, prescribed for primary immunodeficiency."
Immune Globulin Subcutaneous ,https://www.medindia.net/doctors/drug_information/immune_globulin_subcutaneous.htm,"Immune Globulin Subcutaneous is an immune globulin, prescribed for primary immune deficiency (PID)."
Inamrinone ,https://www.medindia.net/doctors/drug_information/inamrinone.htm,"Inamrinone is a pyridine phosphodiesterase 3 inhibitor, prescribed for heart failure."
Incobotulinumtoxina ,https://www.medindia.net/doctors/drug_information/incobotulinumtoxina.htm,"Incobotulinumtoxina is a neurotoxin, prescribed for patients with cervical dystonia to decrease the severity of abnormal head position and neck pain."
Indacaterol ,https://www.medindia.net/doctors/drug_information/indacaterol.htm,"Indacaterol is a long-acting beta-agonist bronchodilator, prescribed for chronic obstructive pulmonary disease (COPD) symptoms."
Indapamide ,https://www.medindia.net/doctors/drug_information/indapamide.htm,"Indapamide is an oral antihypertensive/diuretic, prescribed for hypertension and edema."
Indigotindisulfonate ,https://www.medindia.net/doctors/drug_information/indigotindisulfonate.htm,"Indigotindisulfonate is a pH indicator, used in kidney functional test and applied as a localizing agent during cystoscopy and ureteral catheterization."
